Frame_ID,Time_YOLO_ms,Time_MediaPipe_ms,Time_Model_ms,Num_Persons,BBox_Area,Target_Confidence,FPS,Total_Latency_ms
74,906.78,33.81,9.59,1,98437.39,0.9991,1.1,950.29
75,919.27,63.55,10.83,1,220562.53,0.9964,1.0,993.84
76,967.06,34.53,12.34,1,253561.92,0.9981,1.0,1014.07
77,897.68,29.37,11.45,1,238983.48,0.9961,1.1,938.6
78,892.24,45.85,9.49,1,128073.11,0.4705,1.1,947.72
79,1041.1,51.57,13.78,1,98217.16,0.4717,0.9,1106.61
80,983.3,30.6,0.0,1,124047.41,0.0,1.0,1014.0
81,951.03,44.8,12.63,1,92732.4,0.9932,1.0,1008.65
82,977.18,29.99,10.9,1,144236.7,0.9994,1.0,1018.2
83,934.01,42.71,10.26,2,65669.57,0.9983,1.0,987.11
84,939.05,34.12,15.98,1,102855.47,0.9977,1.0,989.29
85,981.83,32.49,0.0,1,55648.53,0.0,1.0,1014.43
86,958.84,33.17,13.08,1,153033.64,0.5979,1.0,1005.25
87,970.53,51.19,11.38,1,123117.76,0.9988,1.0,1033.27
88,946.59,45.31,38.22,1,150907.64,0.9989,1.0,1030.3
89,1002.94,42.3,12.28,1,153628.17,0.5207,0.9,1057.67
90,980.11,32.03,0.0,1,77066.09,0.0,1.0,1012.22
91,967.47,34.19,0.0,1,272204.12,0.0,1.0,1001.74
92,944.13,31.56,13.5,1,106996.51,0.9909,1.0,989.42
93,969.06,34.86,10.38,1,189854.56,0.8834,1.0,1014.45
94,931.36,34.13,11.05,1,182113.05,0.9981,1.0,976.67
95,957.11,28.79,12.26,1,139113.8,0.9958,1.0,998.31
96,941.87,28.95,13.73,1,61426.74,0.9988,1.0,984.65
97,934.25,30.06,9.59,1,85192.39,0.9988,1.0,974.03
98,914.39,32.42,9.2,1,125746.38,0.4457,1.0,956.14
99,900.42,31.56,11.45,1,169573.09,0.975,1.1,943.76
100,943.09,18.92,0.0,1,46016.43,0.0,1.0,962.1
101,901.61,34.74,13.46,1,141226.91,0.9963,1.1,949.93
102,960.84,32.83,14.92,1,91939.41,0.9995,1.0,1008.73
103,910.78,43.87,11.45,1,220363.59,0.9992,1.0,966.22
104,967.25,35.2,0.0,1,178027.89,0.0,1.0,1002.53
105,934.87,18.92,0.0,1,48530.75,0.0,1.0,953.84
106,932.93,19.17,0.0,1,93042.84,0.0,1.1,952.17
107,919.2,31.24,10.57,1,90478.91,0.8988,1.0,961.14
108,947.71,31.11,14.66,1,83717.04,0.9716,1.0,993.67
109,941.38,30.59,13.23,1,234652.59,0.9839,1.0,985.32
110,923.95,32.76,9.46,1,110394.2,0.9993,1.0,966.29
111,921.32,40.16,0.0,1,54179.73,0.0,1.0,961.56
112,907.61,29.96,8.61,1,255342.16,0.3567,1.1,946.36
113,926.26,42.97,9.94,1,97132.66,0.9971,1.0,979.34
114,937.12,42.72,10.37,1,96920.05,0.4518,1.0,990.32
115,937.17,31.19,11.03,1,257719.36,0.9846,1.0,979.54
116,898.21,28.95,11.41,1,104087.6,0.5635,1.1,938.67
117,931.88,30.1,10.19,1,131984.5,0.9988,1.0,972.3
118,914.16,32.25,12.62,1,116711.27,0.887,1.0,959.17
119,928.18,17.69,0.0,1,210002.02,0.0,1.1,945.96
120,929.43,34.47,18.49,1,162271.42,0.9815,1.0,982.55
121,958.14,18.46,0.0,1,190562.83,0.0,1.0,976.68
122,934.1,42.2,0.0,1,27877.32,0.0,1.0,976.38
123,910.2,43.92,10.21,1,92947.12,0.3449,1.0,964.46
124,897.78,30.28,9.82,1,28872.95,0.6544,1.1,937.98
125,924.36,40.48,0.0,1,44337.29,0.0,1.0,964.94
126,931.93,30.65,10.7,1,117458.94,0.9918,1.0,973.39
127,929.33,32.01,9.89,1,192820.36,0.9981,1.0,971.33
128,1163.76,44.21,10.63,1,69752.75,0.3663,0.8,1218.76
129,1143.44,89.6,35.18,1,71942.99,0.4432,0.8,1268.4
130,3342.57,84.25,30.4,1,121134.84,0.9983,0.3,3458.65
131,2609.35,72.01,26.61,1,181000.12,0.9989,0.4,2708.15
132,3203.64,77.98,33.72,1,155396.69,0.4828,0.3,3315.52
133,2784.8,70.18,26.01,1,66274.63,0.9987,0.3,2881.18
134,2682.06,75.45,24.12,1,200481.86,0.9983,0.4,2781.81
135,1909.56,35.94,15.78,1,112640.86,0.9899,0.5,1961.46
136,1228.07,33.81,12.15,1,98437.09,0.9843,0.8,1274.37
137,2243.97,64.7,22.51,1,143966.0,0.9978,0.4,2331.35
138,2284.27,98.28,21.48,1,96343.12,0.7269,0.4,2404.2
139,1343.03,50.27,13.37,1,116955.8,0.4342,0.7,1406.88
140,965.14,42.88,0.0,1,127614.38,0.0,1.0,1008.13
141,917.05,33.0,13.35,1,104867.35,0.6524,1.0,963.52
142,981.7,33.47,14.35,1,170748.5,0.7468,1.0,1029.66
143,943.38,30.18,9.67,1,97936.48,0.9992,1.0,983.36
144,957.23,30.92,11.04,2,114690.86,0.6313,1.0,999.44
145,918.17,19.52,0.0,1,41441.62,0.0,1.1,937.84
146,957.04,33.84,12.33,1,95036.27,0.4692,1.0,1003.42
147,932.56,31.93,0.0,1,51398.59,0.0,1.0,964.57
148,942.94,44.35,11.61,1,105084.61,0.9993,1.0,999.06
149,967.25,32.17,10.26,1,135735.98,0.9991,1.0,1009.8
150,932.29,31.61,10.87,1,114700.73,0.9949,1.0,974.94
151,929.73,32.2,10.04,1,153705.31,0.9882,1.0,972.19
152,943.87,24.8,0.0,1,75920.97,0.0,1.0,968.87
153,1117.49,36.69,23.92,1,88200.09,0.936,0.8,1178.32
154,1383.51,34.53,22.54,1,163735.62,0.6388,0.7,1440.73
155,1006.67,34.14,14.11,1,127162.11,0.9961,0.9,1055.03
156,949.64,32.84,14.13,1,193485.22,0.9981,1.0,996.75
157,944.45,41.75,12.93,1,228160.22,0.9945,1.0,999.32
158,918.77,29.54,10.79,1,161392.42,0.9962,1.0,959.2
159,949.0,32.66,10.97,1,75849.39,0.9977,1.0,992.85
160,905.7,30.32,11.03,2,155678.89,0.9991,1.1,947.15
161,1015.67,29.05,9.96,1,100659.88,0.4906,0.9,1054.83
162,928.88,44.25,18.1,1,146542.92,0.9951,1.0,991.35
163,1019.28,35.31,13.96,1,84795.49,0.9952,0.9,1068.75
164,1120.39,24.29,0.0,1,45362.64,0.0,0.9,1144.76
165,1108.89,36.83,12.1,2,68932.79,0.9893,0.9,1158.01
166,1024.49,46.78,15.9,1,146620.39,0.3244,0.9,1087.32
167,1147.92,41.12,16.73,1,211809.73,0.9987,0.8,1205.94
168,1216.48,22.66,0.0,1,65471.77,0.0,0.8,1239.27
169,1000.59,32.64,27.47,2,168060.27,0.9969,0.9,1060.84
170,1010.53,49.47,12.54,1,81418.38,0.7403,0.9,1072.77
171,995.29,43.51,11.87,1,66412.5,0.9769,1.0,1050.79
172,1163.48,33.36,15.19,1,119060.89,0.9972,0.8,1212.19
173,968.36,28.89,12.85,1,204910.42,0.9971,1.0,1010.28
174,927.97,33.96,11.72,1,170436.58,0.9917,1.0,973.8
175,925.66,19.15,0.0,1,43474.55,0.0,1.1,944.9
176,920.7,31.01,0.0,1,108068.02,0.0,1.1,951.83
177,1042.38,52.85,11.4,1,113365.28,0.9979,0.9,1106.76
178,1096.58,42.16,10.09,1,124499.86,0.4196,0.9,1149.01
179,1025.56,23.56,0.0,1,24815.29,0.0,1.0,1049.34
180,976.35,30.69,12.33,1,67691.45,0.9994,1.0,1019.55
181,1128.09,35.17,18.66,1,145153.25,0.9995,0.8,1182.09
182,1334.38,41.84,16.23,1,109255.07,0.9989,0.7,1392.62
183,1294.46,35.61,13.07,1,145574.77,0.998,0.7,1343.27
184,1262.46,39.58,15.37,1,165985.94,0.669,0.8,1317.61
185,983.5,43.95,16.18,1,99833.61,0.9984,1.0,1044.03
186,1073.56,39.03,14.63,1,135249.36,0.6316,0.9,1127.44
187,968.31,39.67,12.74,1,201199.34,0.9949,1.0,1020.9
188,984.44,43.6,9.52,1,137078.23,0.9906,1.0,1037.69
189,1095.9,43.33,11.76,1,88302.6,0.9992,0.9,1151.17
190,1010.89,47.89,11.01,1,125466.38,0.9984,0.9,1069.9
191,933.83,18.34,0.0,1,45958.82,0.0,1.1,952.35
192,920.89,31.89,12.04,1,40602.66,0.9284,1.0,964.99
193,958.37,29.04,13.37,1,134196.88,0.9919,1.0,1000.95
194,943.77,17.83,0.0,1,94255.8,0.0,1.0,961.67
195,927.79,34.54,10.67,1,215008.02,0.4015,1.0,973.1
196,952.47,34.22,11.71,1,108685.37,0.9856,1.0,998.53
197,925.52,29.49,13.08,1,77267.79,0.9958,1.0,968.21
198,949.2,21.39,0.0,1,57917.47,0.0,1.0,970.69
199,997.7,43.41,10.55,1,157922.14,0.6511,1.0,1051.85
200,1050.43,40.6,0.0,1,118203.42,0.0,0.9,1091.28
201,1005.33,30.39,11.61,1,116377.22,0.9962,1.0,1047.44
202,929.38,20.24,0.0,1,77170.69,0.0,1.1,949.71
203,1043.02,39.45,11.68,1,199275.8,0.9871,0.9,1094.34
204,990.44,41.9,10.45,1,141929.42,0.9992,1.0,1042.91
205,943.4,43.57,11.46,1,131358.66,0.9985,1.0,998.59
206,939.6,49.81,27.0,1,144797.27,0.5554,1.0,1016.56
207,949.1,31.23,12.91,1,217422.22,0.5609,1.0,993.42
208,959.81,28.52,12.06,1,81825.02,0.9992,1.0,1000.5
209,1077.22,30.58,17.16,1,125030.1,0.998,0.9,1125.1
210,1061.27,50.08,10.66,1,74060.04,0.9986,0.9,1122.16
211,1082.69,32.55,10.9,1,153677.06,0.9354,0.9,1126.33
212,1148.36,33.89,10.45,1,65137.06,0.8752,0.8,1192.83
213,987.49,46.37,11.76,1,130452.98,0.9535,1.0,1045.81
214,963.56,32.19,11.21,1,127504.83,0.998,1.0,1007.07
215,1013.3,30.38,11.39,1,155704.98,0.6786,0.9,1055.22
216,2607.92,102.19,26.33,1,123883.41,0.9766,0.4,2736.64
217,2528.0,70.59,25.68,1,252505.55,0.801,0.4,2624.43
218,2595.75,69.23,24.04,1,133755.81,0.6995,0.4,2689.21
219,3016.9,74.49,30.94,1,171954.2,0.9978,0.3,3122.54
220,3035.43,99.75,0.01,1,46814.45,0.0,0.3,3135.3
221,2747.4,81.12,23.51,1,143781.31,0.4562,0.4,2852.2
222,2540.52,40.1,0.0,1,66716.54,0.0,0.4,2580.74
223,2599.87,100.51,24.38,1,70795.23,0.9846,0.4,2724.92
224,2602.12,98.61,24.06,3,105719.79,0.9701,0.4,2724.96
225,2608.2,70.54,23.67,1,181080.22,0.8012,0.4,2702.58
226,2690.83,73.02,24.88,2,112139.16,0.9502,0.4,2788.93
227,2741.48,69.67,23.85,1,119710.51,0.9993,0.4,2835.19
228,2500.68,99.36,24.42,1,103661.17,0.9464,0.4,2624.65
229,2582.72,70.2,23.41,1,125690.62,0.9992,0.4,2676.52
230,2558.58,69.35,24.6,1,218762.81,0.9931,0.4,2652.71
231,2732.87,71.22,24.42,1,197913.09,0.9703,0.4,2828.73
232,2524.38,99.73,24.02,1,107165.52,0.9995,0.4,2648.32
233,2701.31,70.35,26.43,1,186751.09,0.7421,0.4,2798.27
234,2542.29,105.35,24.78,1,86491.7,0.9945,0.4,2672.59
235,2828.6,103.49,23.3,1,132281.28,0.9977,0.3,2955.54
236,1391.77,44.61,16.8,1,295540.16,0.9964,0.7,1453.39
237,1336.23,38.93,13.56,1,220784.36,0.9985,0.7,1388.9
238,2781.59,97.72,23.29,1,75919.64,0.3685,0.3,2902.79
239,2325.08,94.07,24.34,1,116064.84,0.9817,0.4,2443.67
240,2239.54,66.37,23.47,1,220944.45,0.7646,0.4,2329.55
241,2728.28,65.27,22.35,1,142978.67,0.9954,0.4,2816.08
242,2367.97,92.89,21.17,1,125017.7,0.3742,0.4,2482.22
243,2191.94,67.28,22.98,1,216072.72,0.5538,0.4,2282.43
244,2650.36,71.03,25.23,1,72820.16,0.9992,0.4,2746.81
245,2236.51,69.08,21.37,1,168275.95,0.9986,0.4,2327.17
246,2457.2,67.35,27.45,1,84997.32,0.9991,0.4,2552.23
247,2551.48,68.43,42.81,1,170193.55,0.476,0.4,2662.89
248,2495.3,65.92,21.09,1,120006.05,0.998,0.4,2582.47
249,2407.54,95.11,28.4,1,133570.27,0.9985,0.4,2531.26
250,2331.19,65.4,23.15,1,218166.92,0.9963,0.4,2419.92
251,2220.41,70.25,25.8,1,139616.48,0.979,0.4,2316.62
252,2417.26,68.32,22.93,1,156703.98,0.9983,0.4,2508.68
253,2293.96,67.72,21.77,2,138136.31,0.9949,0.4,2383.62
254,2274.63,99.28,26.16,1,119700.45,0.9989,0.4,2400.24
255,2224.48,94.38,24.95,1,144929.75,0.4396,0.4,2343.99
256,2331.81,93.74,20.61,1,112449.33,0.548,0.4,2446.33
257,2209.28,66.4,21.12,1,158104.44,0.9845,0.4,2296.96
258,2237.69,65.57,21.97,1,165142.08,0.9991,0.4,2325.39
259,2193.86,66.73,21.98,1,115130.88,0.9679,0.4,2282.74
260,2228.73,94.52,21.68,1,63759.23,0.9987,0.4,2345.1
261,2419.27,102.13,22.16,1,125891.37,0.9991,0.4,2543.73
262,2627.93,74.16,30.97,1,226076.17,0.9349,0.4,2733.33
263,2014.13,43.42,18.6,1,148555.88,0.9667,0.5,2076.36
264,1214.69,49.75,13.32,1,115931.16,0.997,0.8,1277.9
265,1053.61,46.46,12.33,1,176431.44,0.986,0.9,1112.59
266,985.69,20.8,0.0,1,263257.78,0.0,1.0,1006.63
267,1018.83,21.36,0.0,1,90667.87,0.0,1.0,1040.29
268,994.24,40.49,42.82,2,155499.77,0.9982,0.9,1077.79
269,996.83,21.46,0.0,1,41704.83,0.0,1.0,1018.39
270,963.96,31.4,11.2,1,153090.77,0.6839,1.0,1006.75
271,971.05,46.39,12.51,1,78830.19,0.9936,1.0,1030.13
272,973.95,37.07,11.42,1,35241.12,0.8477,1.0,1022.59
273,1677.12,68.16,21.9,2,85902.82,0.8961,0.6,1767.35
274,2529.54,65.96,21.03,1,90205.94,0.9992,0.4,2616.69
275,2216.2,68.39,22.5,1,115758.6,0.9946,0.4,2307.27
276,2196.74,65.82,21.8,1,145009.42,0.999,0.4,2284.52
277,2585.9,65.79,24.86,1,136890.44,0.9965,0.4,2676.71
278,2248.56,38.39,0.0,1,70665.43,0.0,0.4,2287.06
279,2596.29,68.59,22.24,1,150921.05,0.9928,0.4,2687.29
280,1923.88,51.75,15.73,1,126913.1,0.5652,0.5,1991.59
281,1092.38,37.37,13.44,1,244975.09,0.3688,0.9,1143.42
282,1039.61,37.14,12.92,1,181608.22,0.9383,0.9,1089.83
283,1035.37,17.62,0.0,1,53266.92,0.0,0.9,1053.08
284,955.32,46.37,15.34,1,64765.86,0.9956,1.0,1017.17
285,976.04,33.84,10.41,1,120714.79,0.9976,1.0,1020.44
286,1042.8,36.54,14.36,1,112593.15,0.9942,0.9,1093.92
287,1196.12,24.12,0.0,1,207472.67,0.0,0.8,1220.36
288,1172.07,51.59,14.01,1,223727.28,0.9673,0.8,1237.81
289,978.43,37.07,12.43,1,82577.01,0.9976,1.0,1028.3
290,1355.18,49.67,32.73,1,202576.98,0.4908,0.7,1438.81
291,1091.05,20.18,0.0,1,204309.06,0.0,0.9,1111.36
292,965.26,32.87,12.73,1,65231.21,0.9987,1.0,1011.02
293,982.68,32.75,11.61,2,89899.98,0.9484,1.0,1027.16
294,1000.67,30.55,8.74,1,135766.61,0.9573,1.0,1040.13
295,916.06,17.08,0.0,1,166875.08,0.0,1.1,933.22
296,1104.02,34.96,13.5,1,117516.16,0.995,0.9,1152.7
297,1116.91,31.85,0.0,1,137197.19,0.0,0.9,1148.95
298,2012.1,23.68,0.0,1,50744.95,0.0,0.5,2035.9
299,1082.18,54.55,13.33,1,136602.44,0.6002,0.9,1150.24
300,1111.61,34.76,11.76,1,74463.6,0.9991,0.9,1158.26
301,1479.54,82.0,24.2,1,167030.64,0.9984,0.6,1585.94
302,1686.05,44.79,11.77,1,174805.0,0.4551,0.6,1742.75
303,982.37,21.4,0.0,1,137754.14,0.0,1.0,1003.92
304,949.36,22.11,0.0,1,43494.27,0.0,1.0,971.56
305,1025.23,19.64,0.0,1,169947.28,0.0,1.0,1044.95
306,968.69,18.87,0.0,1,30711.59,0.0,1.0,987.69
307,1301.56,39.74,15.9,1,87048.21,0.9178,0.7,1357.54
308,3010.97,79.75,26.76,1,113777.49,0.9853,0.3,3117.69
309,2665.1,92.79,28.94,1,80543.37,0.9978,0.4,2787.2
310,2534.49,71.32,25.87,1,248009.09,0.9963,0.4,2631.87
311,2568.2,106.4,0.0,1,108986.02,0.0,0.4,2674.71
312,3072.24,39.04,0.0,1,28522.38,0.0,0.3,3111.41
313,2616.86,72.25,24.78,1,57090.23,0.9753,0.4,2714.08
314,2502.05,39.38,0.0,1,70150.43,0.0,0.4,2541.59
315,2741.08,69.66,25.21,1,182665.02,0.9982,0.4,2836.13
316,2545.89,70.55,23.9,2,130861.09,0.9919,0.4,2640.5
317,2950.42,74.08,26.8,1,129185.38,0.4592,0.3,3051.48
318,2654.24,40.23,0.0,1,61587.33,0.0,0.4,2694.65
319,2609.6,69.99,25.4,1,147888.69,0.9987,0.4,2705.15
320,2571.93,69.99,23.46,1,108139.25,0.9971,0.4,2665.55
321,2739.58,90.02,33.86,1,133787.56,0.9987,0.3,2863.63
322,2620.78,102.68,25.01,1,93457.43,0.4075,0.4,2748.68
323,1502.93,36.72,11.83,1,67680.05,0.9131,0.6,1551.64
324,973.28,34.26,11.55,1,172112.08,0.9816,1.0,1019.28
325,973.69,33.08,14.52,2,101932.39,0.9991,1.0,1021.4
326,1995.72,31.49,11.92,1,71670.94,0.9452,0.5,2039.3
327,918.46,34.15,12.43,1,55033.16,0.3303,1.0,965.18
328,917.01,29.9,11.13,1,151945.14,0.9982,1.0,958.14
329,913.1,16.67,0.0,2,76045.05,0.0,1.1,929.87
330,925.97,30.32,10.25,2,86458.02,0.996,1.0,966.68
331,897.45,30.67,9.63,1,87200.02,0.9879,1.1,937.89
332,931.77,31.61,11.54,1,163848.84,0.9985,1.0,975.06
333,961.2,42.81,33.83,1,170195.17,0.992,1.0,1038.0
334,1076.06,33.79,14.58,1,84277.44,0.8844,0.9,1124.64
335,1034.25,23.02,0.0,1,116739.63,0.0,0.9,1057.37
336,1010.18,34.23,12.21,1,95234.23,0.6611,0.9,1056.8
337,1078.11,45.07,10.88,1,170011.02,0.9949,0.9,1134.36
338,1053.39,34.1,14.05,1,136516.05,0.9995,0.9,1101.66
339,1193.69,58.61,16.54,2,114521.02,0.999,0.8,1268.95
340,987.07,37.56,16.43,1,131362.41,0.9992,1.0,1041.2
341,976.29,33.54,12.53,1,128187.46,0.9986,1.0,1022.57
342,941.28,29.91,12.38,1,56361.6,0.9325,1.0,983.72
343,897.85,32.55,10.12,1,80636.23,0.9984,1.1,940.62
344,911.52,43.2,18.11,1,148525.89,0.9966,1.0,972.99
345,910.63,31.13,8.46,1,151743.81,0.9897,1.1,950.4
346,907.69,31.2,9.38,1,147487.8,0.9969,1.1,948.41
347,952.39,31.75,10.64,1,120316.97,0.9986,1.0,994.93
348,925.59,30.65,12.08,1,141472.62,0.9983,1.0,968.49
349,909.24,31.24,14.73,1,112189.76,0.9992,1.0,955.35
350,974.51,34.95,12.21,1,116572.5,0.9992,1.0,1021.87
351,963.39,34.11,23.9,1,38942.33,0.7009,1.0,1021.56
352,1111.85,32.3,11.45,1,67531.61,0.9981,0.9,1155.76
353,944.19,20.63,0.0,1,32028.61,0.0,1.0,964.93
354,922.47,30.14,13.29,1,107020.56,0.999,1.0,966.03
355,951.1,46.28,14.57,1,146328.78,0.4904,1.0,1012.09
356,916.46,31.24,12.27,1,62784.28,0.9958,1.0,960.09
357,944.47,32.21,12.94,1,122959.33,0.9966,1.0,989.76
358,925.48,29.04,10.75,1,57614.21,0.7955,1.0,965.39
359,919.14,29.85,16.56,1,139666.28,0.997,1.0,965.65
360,932.69,30.55,10.78,1,105872.51,0.9988,1.0,974.14
361,939.42,31.65,10.29,1,196076.67,0.9983,1.0,981.48
362,940.11,31.51,10.83,1,138854.38,0.9963,1.0,982.6
363,927.02,37.73,23.68,1,109014.77,0.9966,1.0,988.56
364,1028.39,19.56,0.0,1,236704.05,0.0,1.0,1048.06
365,2362.29,80.4,27.6,1,105543.27,0.9861,0.4,2470.45
366,3170.11,118.59,29.37,1,102062.17,0.997,0.3,3318.27
367,3259.43,78.12,27.0,1,87412.77,0.9969,0.3,3364.73
368,3537.29,77.63,29.05,1,115320.67,0.3371,0.3,3644.44
369,3130.68,111.61,28.74,1,82913.84,0.9843,0.3,3271.22
370,3084.56,78.48,28.2,1,174843.02,0.9387,0.3,3191.67
371,3141.43,81.94,0.0,1,77581.7,0.0,0.3,3223.51
372,3068.82,43.2,0.0,1,101569.34,0.0,0.3,3112.16
373,3151.43,43.4,0.0,1,129527.62,0.0,0.3,3194.96
374,3171.11,79.18,31.23,1,96602.43,0.9951,0.3,3281.72
375,3025.14,76.01,30.53,1,103956.71,0.9963,0.3,3131.87
376,3337.89,79.89,29.08,1,73945.7,0.9934,0.3,3447.02
377,3265.27,82.02,29.69,1,42806.77,0.2594,0.3,3377.15
378,2902.02,45.4,0.0,1,119210.98,0.0,0.3,2947.55
379,1214.13,39.2,20.09,1,158239.33,0.9708,0.8,1273.63
380,3039.5,72.1,23.04,1,109882.7,0.8955,0.3,3134.84
381,2322.4,97.2,22.02,1,189695.56,0.6561,0.4,2441.78
382,2277.51,95.13,22.03,1,70089.33,0.9983,0.4,2394.83
383,2595.27,51.91,0.0,1,37639.6,0.0,0.4,2647.35
384,2670.58,67.89,25.6,1,191003.19,0.9983,0.4,2764.24
385,2358.39,69.4,26.02,3,138622.17,0.9961,0.4,2454.08
386,2442.42,78.09,27.87,1,145387.41,0.9982,0.4,2548.57
387,2313.05,94.62,20.77,2,41640.9,0.7236,0.4,2428.63
388,2311.29,66.93,0.0,1,22271.73,0.0,0.4,2378.39
389,2300.76,65.18,23.96,1,107982.66,0.9991,0.4,2390.06
390,2198.09,65.51,20.72,1,141975.53,0.9963,0.4,2284.51
391,2244.65,93.56,21.5,1,68220.55,0.6303,0.4,2359.88
392,2200.17,92.42,20.95,1,88311.02,0.9723,0.4,2313.71
393,2346.72,94.03,21.34,1,230733.08,0.2674,0.4,2462.24
394,2410.1,65.11,24.18,1,79136.88,0.4305,0.4,2499.57
395,2281.94,98.81,23.96,1,49089.26,0.4686,0.4,2404.97
